ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Gender_0.0,Gender_1.0,Married_0.0,Married_1.0,Dependents_0.0,Dependents_1.0,Dependents_2.0,Dependents_3.0,Education_0,Education_1,Self_Employed_0.0,Self_Employed_1.0,Credit_History_0.0,Credit_History_1.0,Property_Area_0,Property_Area_1,Property_Area_2,Loan_Status
5000,2541,151,480,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
2014,2925,113,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
1800,2934,93,360,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
2875,1750,105,360,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1
5000,0,132,360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
1625,1803,96,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1
4000,2500,140,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
2000,0,126,360,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
3762,1666,135,360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
2400,1863,104,360,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
20233,0,480,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
7667,0,185,360,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
2917,0,84,360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
2927,2405,111,360,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
2507,0,56,360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
5746,0,144,84,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1
2473,1843,159,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
3399,1640,111,180,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1
3717,0,120,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
2058,2134,88,360,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
3541,0,112,360,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1
10000,0,155,360,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
2400,2167,115,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
4342,189,124,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1
3601,1590,126,360,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
3166,2985,132,360,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1
15000,0,300,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1
8666,4983,376,360,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
4917,0,130,360,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1
5818,2160,184,360,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
4333,2451,110,360,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2500,0,67,360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
4384,1793,117,360,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1
2935,0,98,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
2833,0,71,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
63337,0,490,180,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
9833,1833,182,180,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
5503,4490,70,342.201873,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
5250,688,160,360,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1
2500,4600,176,360,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
1830,0,126,360,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
4160,0,71,360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
2647,1587,173,360,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0
2378,0,46,360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
4554,1229,158,360,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1
3173,0,74,360,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1
2583,2330,125,360,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
2499,2458,160,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
3523,3230,152,360,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0
3083,2168,126,360,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1
6333,4583,259,360,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1
2625,6250,187,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
9083,0,228,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
8750,4167,308,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
2666,2083,95,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1
5500,0,105,360,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0
2423,505,130,360,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
3813,0,116,180,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
8333,3167,165,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
3875,0,67,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
3000,1666,100,480,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
5167,3167,200,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1
4723,0,81,360,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
5000,3667,236,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
4750,2333,130,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
3013,3033,95,300,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
6822,0,141,360,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
6216,0,133,360,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
2500,0,96,480,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
5124,0,124,342.201873,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
6325,0,175,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1
19730,5266,570,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
15759,0,55,360,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
5185,0,155,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
9323,7873,380,300,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
3062,1987,111,180,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
2764,1459,110,360,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
4817,923,120,180,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
8750,4996,130,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1
4310,0,130,360,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1
3069,0,71,480,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
5391,0,130,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1
3333,2500,128,360,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
5941,4232,296,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
6000,0,156,360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
7167,0,128,360,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
4566,0,100,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
3667,0,113,180,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
2346,1600,132,360,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
3010,3136,126,360,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
2333,2417,136,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
5488,0,125,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
9167,0,185,360,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
9504,0,275,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1
2583,2115,120,360,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
1993,1625,113,180,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
3100,1400,113,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1
3276,484,135,360,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1
3180,0,71,360,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
3033,1459,95,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
3902,1666,109,360,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
1500,1800,103,360,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
2889,0,45,180,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
2755,0,65,300,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
2500,20000,103,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1963,0,53,360,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
7441,0,194,360,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0
4547,0,115,360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
2167,2400,115,360,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1
2213,0,66,360,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
8300,0,152,300,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0
81000,0,360,360,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0
3867,0,62,360,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
6256,0,160,360,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1
6096,0,218,360,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0
2253,2033,110,360,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1
2149,3237,178,360,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
2995,0,60,360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
2600,0,160,360,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
1600,20000,239,360,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
1025,2773,112,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
3246,1417,138,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
5829,0,138,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
2720,0,80,342.201873,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1820,1719,100,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
7250,1667,110,342.201873,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0
14880,0,96,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
2666,4300,121,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
4606,0,81,360,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0
5935,0,133,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
2920,16.12000084,87,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
2717,0,60,180,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
8624,0,150,360,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
6500,0,105,360,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
12876,0,405,360,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
2425,2340,143,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
3750,0,100,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
10047,0,126,240,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1926,1851,50,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
2213,1125,126,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
10416,0,187,360,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
7142,0,138,360,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1
3660,5064,187,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
7901,1833,180,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
4707,1993,148,360,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
37719,0,152,360,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
7333,8333,175,300,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1
3466,1210,130,360,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1
4652,0,110,360,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
3539,1376,55,360,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0
3340,1710,150,360,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0
2769,1542,190,360,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
2309,1255,125,360,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
1958,1456,60,300,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1
3948,1733,149,360,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
2483,2466,90,180,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1
7085,0,84,360,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
3859,0,96,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
4301,0,118,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
3708,2569,173,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
4354,0,136,360,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
8334,0,160,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0
2083,4083,160,360,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
7740,0,128,180,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1
3015,2188,153,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
5191,0,132,360,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
4166,0,98,360,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
6000,0,140,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
2947,1664,70,180,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0
16692,0,110,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
210,2917,98,360,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1
4333,2451,110,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
3450,2079,162,360,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
2653,1500,113,180,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0
4691,0,100,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1
2500,0,93,360,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1
5532,4648,162,360,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
16525,1014,150,360,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
6700,1750,230,300,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
2873,1872,132,360,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0
16667,2250,86,360,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
2947,1603,126,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
4350,0,154,360,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
3095,0,113,360,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2083,3150,128,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
10833,0,234,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
8333,0,246,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
1958,2436,131,360,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
3547,0,80,360,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
18333,0,500,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
4583,2083,160,360,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1
2435,0,75,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2699,2785,96,360,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
5333,1131,186,360,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1
3691,0,110,360,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
17263,0,225,360,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
3597,2157,119,360,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
3326,913,105,84,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1
2600,1700,107,360,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1
4625,2857,111,12,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
2895,0,95,360,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
6283,4416,209,360,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
645,3683,113,480,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
3159,0,100,360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
4865,5624,208,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
4050,5302,138,360,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0
3814,1483,124,300,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1
3510,4416,243,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
20833,6667,480,360,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
3583,0,96,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2479,3013,188,360,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
13262,0,40,360,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1
3598,1287,100,360,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
6065,2004,250,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1
3283,2035,148,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1
2130,6666,70,180,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0
5815,3666,311,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
3466,3428,150,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1
2031,1632,113,480,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
3074,1800,123,360,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
4683,1915,185,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
3400,0,95,360,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
2192,1742,45,360,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
2500,0,55,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
5677,1424,100,360,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
7948,7166,480,360,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
4680,2087,126,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
17500,0,400,360,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
3775,0,110,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
5285,1430,161,360,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1
2679,1302,94,360,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
6783,0,130,360,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1025,5500,216,360,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1
4281,0,100,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1
3588,0,110,360,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
11250,0,196,360,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0
18165,0,125,360,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1
2550,2042,126,360,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1
6133,3906,324,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
3617,0,107,360,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
2917,536,66,360,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
6417,0,157,180,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1
4608,2845,140,180,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1
2138,0,99,360,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
3652,0,95,360,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
2239,2524,128,360,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1
3017,663,102,360,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1
2768,1950,155,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
3358,0,80,36,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
2526,1783,145,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
5000,0,103,360,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
2785,2016,110,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
6633,0,126,360,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0
2492,2375,126,360,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
3333,3250,158,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1
2454,2333,181,360,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
3593,4266,132,180,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
5468,1032,26,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1
2667,1625,84,360,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1
10139,0,260,360,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
3887,2669,162,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
4180,2306,182,360,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
3675,242,108,360,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
19484,0,600,360,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
5923,2054,211,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
5800,0,132,360,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
8799,0,258,360,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0
4467,0,120,360,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
3333,0,70,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
3400,2500,123,360,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0
2378,0,9,360,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
3166,2064,104,360,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0
3417,1750,186,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1
5116,1451,165,360,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0
16666,0,275,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1
6125,1625,187,480,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
6406,0,150,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
3159,461,108,84,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1
3087,2210,136,360,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0
3229,2739,110,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
1782,2232,107,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1
3182,2917,161,360,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
6540,0,205,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
1836,33837,90,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
3166,0,36,360,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1880,0,61,360,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0
2787,1917,146,360,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0
4283,3000,172,84,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0
2297,1522,104,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
2165,0,70,360,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
4750,0,94,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
2726,0,106,360,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0
3000,3416,56,180,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
6000,0,205,240,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
9357,0,292,360,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
3859,3300,142,180,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
16120,0,260,360,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
3833,0,110,360,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
6383,1000,187,360,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0
2987,0,88,360,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
9963,0,180,360,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
5780,0,192,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1
416,41667,350,180,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
